anime_id,title,title_english,episodes,rating,score,scored_by,rank,popularity,members,genre,duration_min,aired_from_year
8687,Doraemon (2005),,0,PG - Children,7.56,1987,1461,4910,4879,"Sci-Fi, Comedy, Kids, Shounen",25,2005
8726,Soredemo Machi wa Mawatteiru,And Yet The Town Moves,12,PG-13 - Teens 13 or older,7.47,14763,1744,1826,38419,"Comedy, Slice of Life",24,2010
8728,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama,,1,PG-13 - Teens 13 or older,7,9261,3560,2551,21757,"School, Supernatural",27,2010
8740,One Piece Film: Strong World Episode 0,,1,PG-13 - Teens 13 or older,8.12,26407,415,1647,44794,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",18,2010
8745,Seikima II Humane Society: Jinrui Ai ni Michita Shakai,,1,PG-13 - Teens 13 or older,6.06,111,7217,10001,384,"Action, Demons, Supernatural, Fantasy",56,1992
8756,Bishoujo Senshi Sailor Moon Memorial,Pretty Soldier Sailor Moon Memorial,5,PG-13 - Teens 13 or older,7.44,3643,1840,3718,9758,"Demons, Magic, Romance, Shoujo",90,1998
8763,Hajime Ningen Gyatoruz,,77,PG-13 - Teens 13 or older,6.55,40,10302,10784,250,"Comedy, Historical",24,1974
8764,Hajime Ningen Gon,,39,G - All Ages,5.88,48,10301,11236,199,"Comedy, Historical",25,1996
8765,Futarigurashi,,36,R+ - Mild Nudity,6.45,65,5793,8683,805,"Comedy, Ecchi, Romance",8,1998
8768,Hiyokoi,,1,PG-13 - Teens 13 or older,7.47,35015,1728,1281,63689,"Romance, School, Shoujo",22,2010
8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,OreImo,12,PG-13 - Teens 13 or older,7.34,248567,2283,110,419349,"Slice of Life, Comedy",24,2010
8792,Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,,1,G - All Ages,6.23,4891,6651,4108,7690,Comedy,1,2010
8795,Panty & Stocking with Garterbelt,Panty & Stocking with Garterbelt,13,R - 17+ (violence & profanity),7.77,105971,950,362,206721,"Action, Comedy, Parody, Supernatural, Ecchi",23,2010
8799,Okawari-Boy Starzan-S,,34,G - All Ages,6.76,29,11602,11219,201,"Action, Sci-Fi, Adventure",25,1984
8800,Senkou no Night Raid Specials,Night Raid 1931 Specials,3,R - 17+ (violence & profanity),6.96,1913,3719,5248,4131,"Action, Historical, Military, Super Power",23,2010
8812,Alice SOS,,28,G - All Ages,6.14,113,6955,8270,998,Adventure,19,1998
8815,Domo TV,,26,G - All Ages,6.42,431,5911,8283,994,Comedy,2,2008
8829,Shounen Ashibe (TV),,37,G - All Ages,5.78,46,12128,10408,311,"Comedy, Slice of Life",25,1991
8832,Shounen Ashibe 2,,25,G - All Ages,5.22,32,12129,11065,215,"Comedy, Slice of Life",25,1992
8840,Senkou no Night Raid: Yogen,Night Raid 1931: The Prophecy,1,R - 17+ (violence & profanity),6.37,1557,6137,5903,3079,"Action, Historical, Military, Super Power",23,2010
8841,Kore wa Zombie Desu ka?,Is This a Zombie?,12,R - 17+ (violence & profanity),7.59,219159,1384,129,387560,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",24,2011
8842,Oishinbo: Nichibei Kome Sensou,Oishinbo: The Japan-America Rice War,1,PG-13 - Teens 13 or older,6.11,73,7064,10610,275,"Comedy, Seinen, Slice of Life",90,1993
8848,"Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!",,1,PG-13 - Teens 13 or older,6.15,71,6939,10729,258,"Comedy, Seinen, Slice of Life",90,1992
8855,Eiyuu Gaiden Mozaicka,,4,None,5.98,245,7382,8779,765,Fantasy,30,1991
8857,Nichijou: Nichijou no 0-wa,My Ordinary Life Episode 0,1,PG-13 - Teens 13 or older,7.4,26771,2034,1585,47462,"Comedy, School, Slice of Life",22,2011
8861,"Yosuga no Sora: In Solitude, Where We Are Least Alone.",Yosuga no Sora,12,R+ - Mild Nudity,6.58,125727,5314,297,235514,"Drama, Ecchi, Harem, Romance",25,2010
8876,Koe de Oshigoto! The Animation,Koe de Oshigoto!,2,R+ - Mild Nudity,7.05,34082,3373,1188,69073,"Comedy, Ecchi, Seinen",30,2010
8888,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,Code Geass: Akito the Exiled - The Wyvern Arrives,1,R - 17+ (violence & profanity),7.56,57690,1459,756,114530,"Action, Mecha, Military, Sci-Fi",51,2012
8894,Yume-iro Pâtissière: Mune Kyun Tropical Island!,,1,G - All Ages,7.28,3571,2514,4232,7175,"Kids, School, Shoujo",7,2010
8898,Circuit Angel: Ketsui no Starting Grid,,1,PG-13 - Teens 13 or older,5.6,248,8191,9210,598,"Action, Sports",44,1987
8900,Saru Getchu: On Air 2nd,,51,PG - Children,6.49,72,5653,10209,342,"Adventure, Comedy, Fantasy, Kids, Romance, Shounen",10,2006
8908,Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson,,1,G - All Ages,6.87,1724,4054,5033,4621,"Comedy, School",4,2008
8909,Tales of Symphonia The Animation: Tethe&#039;alla-hen Specials,,4,G - All Ages,7.19,2302,2872,4575,5877,Comedy,6,2010
8915,Dantalian no Shoka,The Mystic Archives of Dantalian,12,R - 17+ (violence & profanity),7.32,41506,2328,855,102148,"Action, Mystery, Historical, Supernatural",25,2011
8917,Mouretsu Pirates,Bodacious Space Pirates,26,PG-13 - Teens 13 or older,7.22,19854,2737,1421,55902,"Sci-Fi, Space",24,2012
8934,Star Driver: Kagayaki no Takuto,Star Driver,25,PG-13 - Teens 13 or older,7.32,31812,2360,1052,78438,"Action, Romance, Mecha, Shounen",25,2010
8937,Toaru Majutsu no Index II,A Certain Magical Index II,24,R - 17+ (violence & profanity),7.79,130053,912,294,236643,"Action, Sci-Fi, Super Power, Magic",23,2010
8955,Senjutsu Choukoukaku Orion,,1,PG-13 - Teens 13 or older,5.42,26,12002,10407,312,"Action, Adventure, Comedy, Fantasy, Sci-Fi",2,2010
8958,Potecco Babies,,2,G - All Ages,5.08,95,8968,10896,234,Comedy,3,2010
8960,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,,10,G - All Ages,6.33,218,6271,8419,928,"Action, Comedy",3,2010
8961,Tono to Issho: Ippunkan Gekijou,,12,PG-13 - Teens 13 or older,6.34,1145,6242,6288,2611,"Comedy, Samurai, Seinen",1,2010
8963,Stitch!: Piko Kara no Chousenjou,,1,PG - Children,5.88,213,7634,9139,624,"Adventure, Comedy, Kids",25,2009
8972,Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,,1,G - All Ages,5.79,300,7824,8782,763,"Magic, Shoujo",3,1985
8985,Yojouhan Shinwa Taikei Specials,The Tatami Galaxy Specials,3,PG-13 - Teens 13 or older,6.35,6401,6204,3280,13188,Comedy,7,2010
8986,Supernatural The Animation,,22,R - 17+ (violence & profanity),7.12,6103,3141,2509,22360,"Action, Demons, Horror, Supernatural",24,2011
8987,Princess Knight☆Catue,,3,Rx - Hentai,6.7,1522,,5408,3827,Hentai,30,2010
8993,Juliet,,1,Rx - Hentai,5.05,169,,9589,483,"Hentai, Comedy, Supernatural",27,1999
8995,Tales of Symphonia The Animation: Sekai Tougou-hen,,3,PG-13 - Teens 13 or older,7.59,6764,1393,2872,17230,"Action, Adventure, Magic, Martial Arts, Fantasy",36,2011
9000,Toaru Hikuushi e no Tsuioku,The Princess and the Pilot,1,PG-13 - Teens 13 or older,7.75,16522,1007,1881,36647,"Adventure, Military, Romance",99,2011
9002,True Tears: Raigomaru to Jibeta no Monogatari,,1,PG - Children,6.25,2631,6600,4576,5872,Kids,8,2010
9013,Kuruneko Season 2,,49,G - All Ages,7.3,235,2430,8561,859,"Comedy, Slice of Life",2,2010
9014,Kuttsukiboshi,,2,R+ - Mild Nudity,6.33,14084,6272,2223,27579,"Romance, Supernatural, Drama, Shoujo Ai",22,2010
9028,Edokko Boy: Gatten Tasuke,,22,G - All Ages,6.11,36,10043,10843,244,"Comedy, Martial Arts, Police, Sports",25,1990
9041,IS: Infinite Stratos,Infinite Stratos,12,PG-13 - Teens 13 or older,7.03,198639,3456,167,339292,"Action, Sci-Fi, Harem, Comedy, Ecchi, Mecha",24,2011
9047,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desukara,,1,PG-13 - Teens 13 or older,7.54,23559,1543,1692,43358,"Action, Sci-Fi, Super Power",34,2010
9055,Tamayura,,4,G - All Ages,7.19,10849,2873,2189,28204,"Slice of Life, Comedy, Drama",18,2010
9062,Angel Beats! Specials,,2,PG-13 - Teens 13 or older,7.74,104255,1011,468,171825,"Action, Comedy, Supernatural, School",27,2010
9063,Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,,1,PG-13 - Teens 13 or older,6.91,13087,3894,2269,26566,"Comedy, Ecchi",4,2010
9065,Hakuouki Hekketsuroku,Hakuoki ~Demon of the Fleeting Blossom~ Record of the Jade Blood,10,R - 17+ (violence & profanity),7.73,29186,1037,1351,60051,"Action, Drama, Historical, Josei, Samurai, Supernatural",24,2010
9074,Arakawa Under the Bridge x Bridge,Arakawa Under the Bridge x Bridge,13,PG-13 - Teens 13 or older,7.82,53881,837,855,101713,"Comedy, Romance, Seinen",23,2010
9095,Hitomi no Naka no Shounen: Juugo Shounen Hyouryuuki,The Story of Fifteen Boys,1,G - All Ages,6.7,158,4757,9962,394,"Adventure, Historical",67,1987
9100,Umi Monogatari: Marin no Kore Naani?,"Umi Monogatari: Marin&#039;s ""What Is This?""",4,PG-13 - Teens 13 or older,6.34,344,6244,7314,1614,Comedy,2,2009
9107,Pokemon Best Wishes!,Pokémon: Black & White,84,PG - Children,6.63,22669,5075,1643,44997,"Action, Adventure, Comedy, Fantasy, Kids",22,2010
9120,Beelzebub: Hirotta Akachan wa Daimaou!?,,1,PG-13 - Teens 13 or older,7.33,12884,2299,2303,25822,"Action, Supernatural, Comedy, School, Demons, Shounen",30,2010
9121,Heroman Specials,,3,PG-13 - Teens 13 or older,6.4,851,5988,6708,2147,"Action, Sci-Fi, Shounen",4,2010
9124,Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,,1,G - All Ages,7.5,2662,1644,4659,5622,"Comedy, Sports",24,2010
9130,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,Saint Seiya: The Lost Canvas 2,13,PG-13 - Teens 13 or older,8.29,22275,252,1819,38616,"Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural",24,2011
9135,Fullmetal Alchemist: The Sacred Star of Milos,Fullmetal Alchemist: The Sacred Star of Milos,1,R - 17+ (violence & profanity),7.44,61496,1844,776,111139,"Action, Adventure, Fantasy, Magic, Comedy, Military, Drama, Shounen",110,2011
9136,Kuroshitsuji II Specials,Black Butler II Specials,6,PG-13 - Teens 13 or older,7.68,38423,1153,1108,74842,"Fantasy, Supernatural, Comedy, Parody, Shounen",25,2010
9154,Kindaichi Shounen no Jikenbo Movie 2: Satsuriku no Deep Blue,Young Kindaichi&#039;s Casebook: Deep Blue Massacre,1,None,7.1,218,3210,8422,928,"Mystery, Shounen",90,1999
9159,Kaibutsu Oujo (OVA),,3,R - 17+ (violence & profanity),7.17,4128,2922,3705,9837,"Action, Comedy, Horror, Supernatural, Shounen",22,2010
9177,Burning Blood,,3,R - 17+ (violence & profanity),6.28,55,6460,9862,416,"Sports, Shounen",41,1990
9181,Motto To LOVE-Ru,Motto To LOVE Ru,12,R+ - Mild Nudity,7.52,106510,1581,444,178793,"Sci-Fi, Harem, Comedy, Ecchi, School, Shounen",24,2010
9201,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,,3,R+ - Mild Nudity,7.73,24725,1028,1581,47555,"Action, Comedy, Ecchi, Shounen, Sports",28,2010
9202,Seikon no Qwaser: Jotei no Shouzou,The Qwaser of Stigmata: Portrait of the Empress,1,R+ - Mild Nudity,6.51,7832,5577,2812,17959,"Action, Super Power, Supernatural, Ecchi, Seinen",23,2010
9203,K-On!!: Ura-On!!,K-ON!!: Ura-On!!,9,G - All Ages,6.58,12577,5295,2234,27377,Comedy,3,2010
9204,Omae Umasou da na,You Are Umasou,1,G - All Ages,8.08,3554,456,3895,8716,"Action, Adventure, Fantasy, Kids",90,2010
9212,Ruri-iro Princess,,2,None,5.41,32,11908,10778,252,"Romance, Shoujo",30,1992
9220,Seikimatsu Occult Gakuin Specials,Occult Academy Specials,4,R - 17+ (violence & profanity),6.57,3826,5344,3971,8324,"Comedy, Supernatural, School",4,2010
9252,Break Blade 3: Kyoujin no Ato,Broken Blade 3,1,R - 17+ (violence & profanity),7.89,30114,709,1574,47871,"Action, Fantasy, Mecha, Military, Shounen",47,2010
9253,Steins;Gate,Steins;Gate,24,PG-13 - Teens 13 or older,9.14,563857,5,8,1010330,"Thriller, Sci-Fi",24,2011
9260,Kizumonogatari I: Tekketsu-hen,Kizumonogatari Part 1: Tekketsu,1,R - 17+ (violence & profanity),8.43,81479,150,392,192398,"Mystery, Supernatural, Vampire",64,2016
9288,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,,1,G - All Ages,7.71,2124,1078,5269,4093,"Fantasy, Kids, Magic, Shoujo",73,2010
9289,Hanasaku Iroha,Hanasaku Iroha: Blossoms for Tomorrow,26,PG-13 - Teens 13 or older,8.01,81989,544,387,195774,"Slice of Life, Comedy, Drama",24,2011
9308,Oni Chichi 2,,2,Rx - Hentai,6.91,7484,,3044,15227,Hentai,30,2010
9310,Ryoujoku Famiresu Choukyou Menu,,2,Rx - Hentai,6.63,1589,,5112,4461,Hentai,30,2010
9314,Fractale,Fractale,11,PG-13 - Teens 13 or older,7.03,28111,3451,1275,63957,"Adventure, Fantasy, Sci-Fi",23,2011
9324,Elf 17,,1,PG-13 - Teens 13 or older,5.71,370,7972,8607,838,"Adventure, Martial Arts, Comedy, Mecha",30,1987
9330,Dragon Crisis!,,12,PG-13 - Teens 13 or older,6.86,62743,4064,732,117683,"Action, Magic, Romance, School, Seinen, Supernatural",23,2011
9331,Yumekui Merry,Dream Eater Merry,13,PG-13 - Teens 13 or older,7.04,48447,3436,838,103519,"Action, Supernatural",24,2011
9332,.hack//Quantum,,3,PG-13 - Teens 13 or older,7.29,15671,2446,2084,30810,"Action, Adventure, Fantasy, Game, Sci-Fi",26,2011
9333,Koi☆Sento,Coicent,1,PG-13 - Teens 13 or older,6.51,3082,5560,4653,5638,"Comedy, Romance",25,2010
9335,Megane na Kanojo,,4,PG-13 - Teens 13 or older,6.74,5771,4589,3514,11128,"Comedy, Romance, School, Shounen",14,2010
9346,Battle Spirits: Brave,,50,PG - Children,7.16,537,2952,7007,1870,"Game, Military, Sci-Fi, Adventure, Demons",24,2010
9347,Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,,1,PG-13 - Teens 13 or older,7,11084,3565,2587,21255,"Harem, Comedy, Romance, Vampire, Fantasy",24,2011
9353,D.C. I&II P.S.P. Re-Animated,,1,PG-13 - Teens 13 or older,6.79,1683,4355,5024,4644,"Magic, Harem, Romance, Drama",22,2010
9355,Sekirei: Pure Engagement Episode 0,,1,R+ - Mild Nudity,7.36,17634,2205,1998,32938,"Ecchi, Comedy, Harem",28,2010
9362,Hyakka Ryouran: Samurai Girls Specials,,6,R+ - Mild Nudity,6.72,8612,4662,2829,17723,Ecchi,3,2010
9365,Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka,Sisters of Wellber - Elegy for a Sad Warrior,1,R - 17+ (violence & profanity),5.77,165,7873,9131,627,"Action, Adventure, Comedy, Fantasy",82,2007
9366,Kaichou wa Maid-sama!: Omake dayo!,Maid Sama!: Omake dayo,1,PG-13 - Teens 13 or older,7.56,36382,1463,1212,67104,"Comedy, School, Shoujo",13,2011
9367,Freezing,Freezing,12,R+ - Mild Nudity,7.11,112577,3158,369,203321,"Action, Sci-Fi, Harem, Drama, Romance, Ecchi, Martial Arts, Seinen",24,2011
9371,Karl to Fushigi na Tou,,26,PG - Children,4.82,11,10782,10984,224,"Adventure, Mystery, Kids, Fantasy",25,2010
9379,Denpa Onna to Seishun Otoko,Ground Control to Psychoelectric Girl,12,PG-13 - Teens 13 or older,7.27,85111,2517,406,188580,"Sci-Fi, Slice of Life, Comedy",24,2011
9393,T.P. Sakura: Time Paladin Sakura,,2,G - All Ages,5.97,1194,7428,5826,3178,"Action, Magic",25,2011
9426,Pururun! Shizuku-chan,,51,None,5.83,29,11840,11267,197,"Comedy, Kids",24,2006
9435,Ane Jiru 2 The Animation: Shirakawa Sanshimai ni Omakase,,2,Rx - Hentai,7.09,3183,,3980,8239,Hentai,28,2010
9441,Yume-iro Pâtissière SP Professional,,13,G - All Ages,7.77,14188,956,2371,24809,"Slice of Life, Shoujo",24,2010
9445,Gunparade Orchestra OVA,,3,PG-13 - Teens 13 or older,5.98,98,7392,9546,495,Mecha,30,2006
9455,Ninpen Manmaru,,30,G - All Ages,6.37,30,11493,11428,184,"Comedy, Samurai, Shounen",24,1997
9465,Break Blade 4: Sanka no Chi,Broken Blade 4,1,R - 17+ (violence & profanity),7.94,29228,626,1605,46832,"Action, Fantasy, Mecha, Military, Shounen",49,2010
9471,Baka to Test to Shoukanjuu: Matsuri,Baka & Test - Summon the Beasts OVA,2,PG-13 - Teens 13 or older,7.75,50349,979,999,84469,"Comedy, School, Super Power",29,2011
9479,Coppelion,Coppelion,13,PG-13 - Teens 13 or older,6.54,37299,5443,949,89144,"Action, Sci-Fi, Seinen",24,2013
9491,Katsugeki Shoujo Tanteidan,,1,G - All Ages,5.08,351,8960,8743,778,"Action, Comedy, School",26,1986
9493,Dororon Enma-kun Meeramera,Ghastly Prince Enma Burning Up,12,R - 17+ (violence & profanity),6.6,4289,5195,3318,12919,"Action, Comedy, Parody, Super Power, Demons, Supernatural, Magic, Ecchi",24,2011
9506,Prism Magical: Prism Generations!,,1,R+ - Mild Nudity,5.2,885,8838,6825,2029,"Comedy, Ecchi, Magic",16,2010
9509,Yami no Purple Eye,Purple Eyes in the Dark,1,PG-13 - Teens 13 or older,5,274,9046,8760,772,"Psychological, Supernatural, Music, Horror, Mystery, Shoujo",31,1987
9513,Beelzebub,Beelzebub,60,PG-13 - Teens 13 or older,8.02,136105,528,208,302082,"Action, Comedy, Demons, Supernatural, School, Shounen",24,2011
9515,Highschool of the Dead: Drifters of the Dead,,1,R+ - Mild Nudity,6.75,114389,4529,454,176439,"Ecchi, Comedy, Supernatural",16,2011
9520,Zero Tester,,38,PG-13 - Teens 13 or older,6.16,37,12837,10615,278,"Action, Sci-Fi, Adventure, Mecha",24,1973
9523,Minori Scramble!,,1,G - All Ages,6.32,1176,6316,6456,2424,Comedy,39,2012
9525,Junod,,1,PG-13 - Teens 13 or older,6.41,90,5964,9954,396,"Drama, Historical",64,2010
9533,Pururun! Shizuku-chan Aha,,51,None,5.48,21,11841,12001,146,"Comedy, Kids",24,2007
9539,Cardfight!! Vanguard,Cardfight!! Vanguard,65,PG-13 - Teens 13 or older,7.2,13016,2799,2077,30986,"Action, Adventure, Demons, Game, Shounen",24,2011
9544,Biohazard: Damnation,,1,R - 17+ (violence & profanity),7.35,9074,2221,3102,14732,"Action, Sci-Fi, Horror",97,2012
9561,Shokupan Mimi,,12,PG - Children,5.66,515,8095,8187,1044,Comedy,0.5,2010
9563,Hidamari Sketch x ☆☆☆ Specials,,2,PG-13 - Teens 13 or older,7.89,5164,716,3661,10126,"Slice of Life, Comedy, School, Seinen",24,2010
9568,Peace Maker Kurogane Special,Peace Maker Kurogane: Festival of Gion,1,PG - Children,6.84,477,4160,7005,1876,"Action, Comedy, Samurai, Historical, Drama, Shounen",17,2003
9581,MM! Specials,MM! Hidden Camera Shorts,9,R+ - Mild Nudity,6.74,12355,4591,2367,24869,"Comedy, Ecchi, School",1,2010
9587,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,,12,PG-13 - Teens 13 or older,6.27,29510,6521,1334,60859,"Harem, Comedy, Romance, Ecchi",23,2011
9588,Kyouiku Shidou The Animation,,1,Rx - Hentai,6.4,1144,,5625,3493,Hentai,30,2010
9595,Amanatsu,,1,PG-13 - Teens 13 or older,6.17,262,6856,7255,1648,Sci-Fi,14,2010
9598,Haiyoru! Nyaruani: Remember My Love(craft-sensei),Haiyoru! Nyaruani: Remember My Mr. Lovecraft,11,PG-13 - Teens 13 or older,6.3,8709,6384,2616,20920,"Comedy, Sci-Fi",4,2010
9600,G-Taste (2010),G-Best,1,R+ - Mild Nudity,5.41,763,,6894,1966,"Ecchi, Yuri",26,2010
9608,Yuri Seijin Naoko-san,,1,PG-13 - Teens 13 or older,5.9,5913,7582,3466,11535,"Comedy, Shoujo Ai",6,2010
9617,K-On! Movie,K-ON! The Movie,1,PG-13 - Teens 13 or older,8.34,88868,201,534,151195,"Music, Slice of Life, Comedy",110,2011
9618,Asobi ni Iku yo!: Asobi ni Oide,Cat Planet Cuties: Come Drop By,1,R+ - Mild Nudity,6.89,16256,3939,2111,30020,"Comedy, Ecchi, Harem, Romance, Sci-Fi",28,2011
9624,30-sai no Hoken Taiiku,A Thirty-Year Old&#039;s Health and Physical Education,12,R - 17+ (violence & profanity),6.79,17964,4348,1743,41234,"Ecchi, Parody, Romance, Seinen",10,2011
9645,Be-Bop Highschool,,7,R - 17+ (violence & profanity),7.34,352,2269,6795,2057,"Comedy, School, Seinen",50,1990
9656,Kimi ni Todoke 2nd Season,Kimi ni Todoke: From Me To You 2,12,PG-13 - Teens 13 or older,8.12,133548,412,322,224494,"Slice of Life, Drama, Romance, School, Shoujo",23,2011
9673,Ura Tegamibachi,Letter Bee Reverse Specials,25,PG-13 - Teens 13 or older,7.05,577,3393,5377,3874,Comedy,3,2010
9693,Moshidora,,10,PG-13 - Teens 13 or older,6.97,7392,3687,2844,17538,"Drama, Sports",24,2011
9706,Canaan: Minorikawa Report 201X Shanghai,Canaan: Minorikawa Report Year 201X Shanghai,1,R - 17+ (violence & profanity),6.71,1668,4689,4442,6297,"Action, Seinen",13,2010
9712,Maria†Holic Alive,Maria†Holic Alive,12,PG-13 - Teens 13 or older,7.04,20541,3417,1603,46877,"Comedy, Parody, School, Shoujo Ai",23,2011
9716,Rurouni Kenshin: Review Special,,1,PG-13 - Teens 13 or older,7.02,1185,3507,5320,3981,"Action, Comedy, Samurai, Shounen",25,1997
9718,Gitai Saimin,,2,Rx - Hentai,6.06,696,,6791,2058,Hentai,30,2011
9721,Aisai Nikki,,1,Rx - Hentai,6.54,2749,,4398,6450,Hentai,22,2010
9723,Hakuouki Hekketsuroku Episode 0,,1,R - 17+ (violence & profanity),7.19,3811,2845,3711,9779,"Action, Harem, Historical, Supernatural, Drama, Samurai, Vampire, Josei",24,2010
9724,Break Blade 5: Shisen no Hate,Broken Blade 5,1,R - 17+ (violence & profanity),7.92,28097,652,1640,45016,"Action, Mecha, Military, Shounen",47,2011
9731,Nurarihyon no Mago Recaps,,2,PG-13 - Teens 13 or older,6.39,5936,6041,3536,11001,"Action, Supernatural, Demons, Shounen",24,2010
9734,K-On!!: Keikaku!,,1,PG-13 - Teens 13 or older,7.88,36593,738,1276,63802,"Comedy, School, Music, Slice of Life",23,2011
9735,Gintama: Shinyaku Benizakura-hen,,1,PG-13 - Teens 13 or older,8.33,8670,207,2673,19977,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",11,2010
9736,Astarotte no Omocha!,Astarotte&#039;s Toy,12,PG-13 - Teens 13 or older,6.75,45891,4517,925,92243,"Comedy, Demons, Ecchi, Fantasy, Romance, Seinen",23,2011
9741,Nana to Kaoru,,1,R+ - Mild Nudity,5.73,7795,7931,2984,15898,"Comedy, Ecchi, Romance, Seinen",24,2011
9745,Sengoku Basara Movie: The Last Party,Sengoku Basara - Samurai Kings: The Movie,1,PG-13 - Teens 13 or older,7.71,10458,1086,2582,21317,"Action, Historical, Martial Arts, Samurai, Super Power",93,2011
9750,Itsuka Tenma no Kuro Usagi,A Dark Rabbit has Seven Lives,12,R+ - Mild Nudity,6.77,41473,4451,923,92394,"Comedy, Supernatural, Romance, Ecchi, Vampire",25,2011
9751,Strike Witches Movie,Strike Witches The Movie,1,PG-13 - Teens 13 or older,7.67,13406,1176,2169,28647,"Action, Military, Sci-Fi, Magic",97,2012
9754,Kuragehime: Eiyuu Retsuden☆,Princess Jellyfish Specials,4,PG-13 - Teens 13 or older,6.65,4508,4973,3504,11220,"Slice of Life, Comedy, Josei",5,2011
9756,Mahou Shoujo Madoka★Magica,Puella Magi Madoka Magica,12,PG-13 - Teens 13 or older,8.46,380424,125,50,635296,"Drama, Magic, Psychological, Thriller",24,2011
9760,Hoshi wo Ou Kodomo,Children Who Chase Lost Voices,1,PG-13 - Teens 13 or older,7.72,51766,1062,773,111584,"Adventure, Romance, Fantasy",116,2011
9773,Lady Lady!! (1988),,1,G - All Ages,6.72,318,4670,8719,789,"Drama, Shoujo",27,1988
9774,Morita-san wa Mukuchi,,1,PG-13 - Teens 13 or older,6.67,3622,4896,4193,7345,"Comedy, School, Slice of Life",23,2011
